state,district,season,N,P,K,pH,humidity,rainfall,temperature
Bihar,Gaya,zaid,78.4903,48.1451,26.6746,6.307,70.9827,136.6804,22.835
Bihar,Giridih,kharif,113.5701,55.5825,61.8294,6.5913,74.8699,181.9191,27.328
Bihar,Giridih,rabi,80.2207,54.9815,46.0481,6.5838,59.9091,101.3683,18.8533
Bihar,Giridih,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Bihar,Godda,kharif,114.2775,55.4788,60.5565,6.5756,75.8372,179.3217,27.1651
Bihar,Godda,rabi,80.4498,55.5005,45.4834,6.5973,60.1178,101.0036,18.9776
Bihar,Godda,zaid,78.47,48.1533,26.4833,6.3053,70.8191,135.2384,22.8226
Bihar,Gopalganj,kharif,96.9876,54.8215,45.2374,6.3942,75.9026,163.1482,25.5292
Bihar,Gopalganj,rabi,79.3707,52.8115,40.4238,6.5032,64.269,116.77,20.4141
Bihar,Gopalganj,zaid,78.3097,48.2181,24.9719,6.2917,69.5259,123.8416,22.7247
Bihar,Gumla,kharif,113.1621,56.5175,61.1406,6.5184,76.2599,177.9461,27.4373
Bihar,Gumla,rabi,79.6819,55.2515,45.1188,6.5668,60.096,100.6369,19.0085
Bihar,Gumla,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Bihar,Hazaribagh,kharif,117.7219,55.5004,62.8368,6.5836,75.7005,177.7664,27.3725
Bihar,Hazaribagh,rabi,79.6076,54.8153,45.6793,6.5501,59.5942,100.0697,19.0753
Bihar,Hazaribagh,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Bihar,Jamui,kharif,98.6818,53.0874,46.386,6.4343,72.8988,157.5811,25.4511
Bihar,Jamui,rabi,79.5369,53.1358,40.1488,6.504,64.1387,116.7022,20.2955
Bihar,Jamui,zaid,78.0756,48.3126,22.7648,6.2719,67.6375,107.1987,22.5818
Bihar,Jehanabad,kharif,99.3297,53.671,46.4764,6.4511,72.607,154.4365,25.2926
Bihar,Jehanabad,rabi,79.8328,52.8769,40.4756,6.4955,63.5697,116.9985,20.1971
Bihar,Jehanabad,zaid,78.3097,48.2181,24.9719,6.2917,69.5259,123.8416,22.7247
Bihar,Kaimur (Bhabua),kharif,96.9783,51.585,45.459,6.4411,73.7492,158.1947,25.3079
Bihar,Kaimur (Bhabua),rabi,80.205,53.5182,43.9837,6.552,63.5863,122.548,19.9909
Bihar,Kaimur (Bhabua),zaid,77.8853,48.3894,20.9712,6.2558,66.1029,93.6737,22.4657
Bihar,Katihar,kharif,96.3258,55.632,45.3534,6.4027,75.5364,162.9367,25.3063
Bihar,Katihar,rabi,80.1961,52.9683,39.9731,6.4876,64.2851,116.957,20.3395
Bihar,Katihar,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Bihar,Khagaria,kharif,95.3216,55.3975,45.1363,6.3917,75.4306,163.5919,25.3647
Bihar,Khagaria,rabi,79.8376,52.7882,40.7005,6.502,63.4803,116.6238,20.2831
Bihar,Khagaria,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Bihar,Kishanganj,kharif,96.7823,55.3581,46.0734,6.3978,75.4016,164.7093,25.5692
Bihar,Kishanganj,rabi,79.7279,53.0177,40.7627,6.5121,63.6628,115.7023,20.168
Bihar,Kishanganj,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Bihar,Koderma,kharif,114.5765,55.5894,61.178,6.5718,75.5133,177.8771,27.1055
Bihar,Koderma,rabi,80.1615,54.7246,45.333,6.5818,59.5717,99.1976,18.8349
Bihar,Lakhisarai,kharif,101.1851,52.3275,47.268,6.4599,72.1425,149.8015,25.7575
Bihar,Lakhisarai,rabi,79.488,52.8971,42.287,6.5332,63.6188,118.9875,20.0071
Bihar,Lakhisarai,zaid,77.76,48.44,19.79,6.2452,65.0922,84.767,22.3892
Bihar,Lohardaga,kharif,113.9294,56.5484,61.4548,6.5848,75.775,176.1253,27.4739
Bihar,Lohardaga,rabi,80.3343,55.2722,44.6994,6.5719,59.3256,100.1835,18.8377
Bihar,Lohardaga,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Bihar,Madhepura,kharif,96.0716,54.8717,45.3202,6.4014,75.5844,162.3871,25.4502
Bihar,Madhepura,rabi,79.307,52.8616,40.6188,6.5196,63.6962,116.7258,20.1158
Bihar,Madhepura,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Bihar,Madhubani,kharif,95.8717,54.7481,45.953,6.3958,75.5719,163.6698,25.4329
Bihar,Madhubani,rabi,79.9651,53.1257,40.6342,6.5123,63.6069,116.7333,20.2246
Bihar,Madhubani,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Bihar,Munger,kharif,97.3186,51.9725,46.1188,6.4592,73.3421,158.9965,25.2433
Bihar,Munger,rabi,80.5503,52.678,40.5525,6.5099,64.0442,116.4514,20.2094
Bihar,Munger,zaid,78.6652,48.0745,28.324,6.3218,72.394,149.118,22.9418
Bihar,Muzaffarpur,kharif,96.4565,54.6786,45.4223,6.3926,75.1886,163.2612,25.4021
Bihar,Muzaffarpur,rabi,80.5816,52.7146,40.4766,6.496,63.6274,115.7143,20.1843
Bihar,Muzaffarpur,zaid,78.6652,48.0745,28.324,6.3218,72.394,149.118,22.9418
Bihar,Nalanda,kharif,97.5288,52.6007,45.929,6.461,73.0597,157.1411,25.173
Bihar,Nalanda,rabi,79.7958,52.895,40.4899,6.4997,63.6368,116.1847,20.2655
Bihar,Nalanda,zaid,78.4055,48.1794,25.8748,6.2998,70.2985,130.6501,22.7832
Bihar,Nawada,kharif,98.0999,52.9672,45.7076,6.4423,73.64,155.8675,25.4842
Bihar,Nawada,rabi,79.8837,53.4026,41.3186,6.5183,63.957,117.4141,20.1422
Bihar,Nawada,zaid,78.4055,48.1794,25.8748,6.2998,70.2985,130.6501,22.7832
Bihar,Pakur,kharif,115.773,55.1148,61.4061,6.6019,76.1531,177.5842,27.399
Bihar,Pakur,rabi,80.0981,54.848,45.1632,6.5866,59.9582,100.9891,19.0723
Bihar,Pakur,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Bihar,Palamu,kharif,115.5505,57.4292,61.7773,6.5712,75.7561,173.8619,27.5718
Bihar,Palamu,rabi,78.8177,55.1274,45.1341,6.5901,60.1355,101.7787,19.1361
Bihar,Palamu,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Bihar,Pashchim Champaran,kharif,96.2976,55.1226,45.746,6.3909,75.3018,164.3542,25.2286
Bihar,Pashchim Champaran,rabi,79.3694,53.1583,40.5182,6.5202,63.5344,116.1099,20.2158
Bihar,Pashchim Champaran,zaid,78.6951,48.0624,28.6056,6.3243,72.6349,151.2415,22.96
Bihar,Patna,kharif,95.5251,51.7377,44.6921,6.4489,74.4807,168.49,25.0393
Bihar,Patna,rabi,79.1251,53.0802,40.795,6.5024,63.4959,116.6454,20.24
Bihar,Patna,zaid,78.4903,48.1451,26.6746,6.307,70.9827,136.6804,22.835
Bihar,Purbi Champaran,kharif,95.4598,55.1604,45.2563,6.3881,75.5284,163.7471,25.3312
Bihar,Purbi Champaran,rabi,79.8486,52.812,40.5739,6.4988,63.7317,115.7956,20.2561
Bihar,Purbi Champaran,zaid,78.5659,48.1146,27.3878,6.3134,71.593,142.0588,22.8811
Bihar,Purnia,kharif,95.9487,54.9789,45.3232,6.3839,75.3687,163.951,25.3498
Bihar,Purnia,rabi,80.1253,52.8567,40.5045,6.52,63.5685,116.8949,20.1237
Bihar,Purnia,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Bihar,Ranchi,kharif,114.211,56.8708,61.271,6.6025,76.0278,172.7812,27.4844
Bihar,Ranchi,rabi,80.3141,55.0256,45.2248,6.5633,59.7549,100.1228,19.0866
Bihar,Ranchi,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Bihar,Rohtas,kharif,96.8181,51.3418,45.5085,6.4503,74.1234,165.5345,25.4796
Bihar,Rohtas,rabi,79.5792,53.3048,42.7744,6.5272,63.4967,119.9636,19.9965
Bihar,Rohtas,zaid,78.6253,48.0906,27.9475,6.3184,72.0719,146.279,22.9174
Bihar,Saharsa,kharif,96.5116,55.2944,46.0138,6.4086,75.855,166.3991,25.485
Bihar,Saharsa,rabi,79.9009,52.751,40.3297,6.5247,63.4155,116.0544,20.0623
Bihar,Saharsa,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Bihar,Sahebganj,kharif,114.5451,56.3751,60.8587,6.5963,75.2738,180.6145,27.5835
Bihar,Sahebganj,rabi,80.3115,54.6737,45.4599,6.5753,59.2871,100.3414,19.1944
Bihar,Sahebganj,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Bihar,Samastipur,kharif,95.8281,54.8481,46.1553,6.3852,75.7758,164.2592,25.3889
Bihar,Samastipur,rabi,79.5373,52.6497,40.5373,6.4887,63.8742,116.5333,20.227
Bihar,Samastipur,zaid,78.7507,48.04,29.1295,6.329,73.0832,155.1922,22.9939
Bihar,Saran,kharif,94.628,55.0157,45.1144,6.4044,75.1383,161.4442,25.3804
Bihar,Saran,rabi,79.6963,52.9702,40.473,6.5127,63.8362,115.306,20.265
Bihar,Saran,zaid,78.6652,48.0745,28.324,6.3218,72.394,149.118,22.9418
Bihar,Sheikhpura,kharif,99.7293,52.9196,46.1102,6.4548,71.8736,146.6261,25.5263
Bihar,Sheikhpura,rabi,79.5389,53.2415,40.6131,6.5209,63.9272,117.9731,20.3094
Bihar,Sheikhpura,zaid,77.9375,48.3683,21.4633,6.2602,66.524,97.3848,22.4975
Bihar,Sheohar,kharif,96.3134,54.9311,45.7352,6.4083,75.1493,163.437,25.2443
Bihar,Sheohar,rabi,79.9117,52.9718,40.7247,6.5068,64.0972,116.4061,20.2486
Bihar,Sheohar,zaid,78.3686,48.1943,25.5271,6.2967,70.001,128.0282,22.7607
Bihar,Sitamarhi,kharif,95.5192,55.7322,45.4328,6.3949,75.7948,165.3163,25.3066
Bihar,Sitamarhi,rabi,79.9656,52.7152,40.5678,6.4955,63.5827,116.7321,20.237
Bihar,Sitamarhi,zaid,78.6338,48.0872,28.0279,6.3192,72.1407,146.8856,22.9226
Bihar,Siwan,kharif,95.45,55.2431,45.3307,6.4013,75.2482,163.5261,25.3709
Bihar,Siwan,rabi,79.6647,52.7918,40.1642,6.4924,63.7511,117.1308,20.1817
Bihar,Siwan,zaid,78.6008,48.1005,27.7163,6.3164,71.8741,144.5357,22.9024
Bihar,Supaul,kharif,95.8131,54.7336,45.915,6.4121,75.4943,165.087,25.4007
Bihar,Supaul,rabi,79.5005,53.2665,40.2517,6.4989,63.8682,116.2218,20.2759
Bihar,Supaul,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Bihar,Vaishali,kharif,95.6026,55.216,45.2285,6.3968,75.4171,164.7516,25.3628
Bihar,Vaishali,rabi,79.6565,53.2376,40.8007,6.5046,63.9826,116.6285,20.3006
Bihar,Vaishali,zaid,78.7507,48.04,29.1295,6.329,73.0832,155.1922,22.9939
Bihar,West Singhbhum,kharif,115.0302,55.5156,61.7928,6.5589,75.6777,177.0124,27.2249
Bihar,West Singhbhum,rabi,80.5251,54.8579,45.5279,6.5724,60.2059,100.9806,19.0829
Bihar,West Singhbhum,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Chandigarh,Chandigarh,kharif,78.9029,47.9785,30.5646,6.3419,74.3111,166.0136,23.0868
Chandigarh,Chandigarh,rabi,112.3557,62.5664,62.6836,6.3714,65.3821,120.6781,19.1943
Chhattisgarh,Balod,kharif,73.6125,53.1905,43.0944,6.5125,67.7128,126.9819,27.4395
Chhattisgarh,Balod,rabi,44.4847,51.8302,32.2157,6.7496,53.882,80.5366,18.3239
Chhattisgarh,Baloda Bazar,kharif,72.9236,52.9046,42.9984,6.5418,67.9982,129.7926,27.446
Chhattisgarh,Baloda Bazar,rabi,44.6142,51.7874,31.464,6.8696,54.9112,81.2818,17.8158
Chhattisgarh,Balrampur,kharif,73.9482,53.2835,42.8713,6.5442,67.6431,126.755,27.3022
Chhattisgarh,Balrampur,rabi,46.6303,52.294,31.6229,6.6995,54.6843,82.3501,18.2006
Chhattisgarh,Balrampur,zaid,77.76,48.44,19.79,6.2452,65.0922,84.767,22.3892
Chhattisgarh,Bastar,kharif,77.1362,54.864,41.6634,6.4588,69.538,129.6676,26.7481
Chhattisgarh,Bastar,rabi,44.5949,52.2997,30.8933,6.7437,54.8941,79.8145,17.4219
Chhattisgarh,Bemetara,kharif,74.5259,53.4556,43.0772,6.5161,67.8956,128.1094,27.437
Chhattisgarh,Bemetara,rabi,44.5518,52.6652,31.2064,6.6802,54.3447,79.5756,18.1605
Chhattisgarh,Bijapur,kharif,74.8593,54.2027,42.2468,6.4978,68.5398,127.022,27.108
Chhattisgarh,Bijapur,rabi,44.8706,51.7569,31.7602,6.7375,54.3545,78.6382,17.8909
Chhattisgarh,Bilaspur,kharif,75.2539,52.4482,41.2188,6.489,68.8128,132.2001,26.7376
Chhattisgarh,Bilaspur,rabi,43.8132,52.5367,31.6111,6.7884,53.7752,80.0185,17.1188
Chhattisgarh,Dantewada,kharif,77.3024,54.876,41.3867,6.4564,69.6284,129.58,26.8219
Chhattisgarh,Dantewada,rabi,44.3591,53.0013,32.0147,6.7795,54.4193,80.9053,17.7041
Chhattisgarh,Dhamtari,kharif,76.6005,54.615,41.4806,6.4692,69.6143,129.3552,26.8046
Chhattisgarh,Dhamtari,rabi,44.6397,52.4895,31.4404,6.7551,53.4078,79.6011,17.5287
Chhattisgarh,Durg,kharif,76.7001,55.0328,41.3806,6.4605,69.6301,130.1988,26.6928
Chhattisgarh,Durg,rabi,44.1677,52.7438,31.2057,6.7403,54.8452,79.1405,17.8261
Chhattisgarh,Gariyaband,kharif,73.2534,52.3948,43.0715,6.5674,67.732,126.7197,27.4363
Chhattisgarh,Gariyaband,rabi,44.5416,51.9,32.3498,6.8254,53.3435,80.9598,17.6446
Chhattisgarh,Gaurella-Pendra-Marwahi,kharif,70.2317,51.6988,44.0894,6.615,66.076,122.822,27.8307
Chhattisgarh,Gaurella-Pendra-Marwahi,rabi,44.5879,51.8419,32.0227,6.7069,54.768,81.9981,17.1742
Chhattisgarh,Janjgir-Champa,kharif,76.3749,53.7487,41.1155,6.4611,69.246,130.2884,26.7364
Chhattisgarh,Janjgir-Champa,rabi,44.5849,52.0772,32.0974,6.7685,54.5137,80.747,18.2189
Chhattisgarh,Jashpur,kharif,76.426,54.6088,41.5647,6.4698,69.819,130.0618,26.8416
Chhattisgarh,Jashpur,rabi,44.544,52.6129,31.9649,6.802,52.6165,78.7303,17.7522
Chhattisgarh,Kabirdham,kharif,75.905,53.0351,40.633,6.4893,68.998,130.77,26.6012
Chhattisgarh,Kabirdham,rabi,44.7537,52.5893,30.5442,6.8195,54.6283,81.1837,17.8345
Chhattisgarh,Kanker,kharif,76.7854,54.6778,41.4841,6.4469,69.5752,129.7512,26.7098
Chhattisgarh,Kanker,rabi,44.7356,51.6936,32.6684,6.7297,54.6209,80.3557,18.2604
Chhattisgarh,Kondagaon,kharif,74.4927,53.8021,43.0045,6.5261,67.7851,125.3774,27.5067
Chhattisgarh,Kondagaon,rabi,44.9597,51.5016,31.0819,6.7949,54.2517,80.2013,17.7733
Chhattisgarh,Korba,kharif,76.4284,53.5214,41.2764,6.4786,69.0774,131.2993,26.7603
Chhattisgarh,Korba,rabi,44.6214,52.5075,31.9617,6.7009,54.2674,78.5609,17.8183
Chhattisgarh,Korea,kharif,73.3003,51.0116,40.3842,6.512,68.7159,132.7036,26.6498
Chhattisgarh,Korea,rabi,44.3288,52.4597,30.2993,6.7432,55.7385,78.2248,18.2973
Chhattisgarh,Mahasamund,kharif,75.0224,53.4068,41.0587,6.4755,69.0489,130.6591,26.7351
Chhattisgarh,Mahasamund,rabi,44.7067,53.2147,30.5599,6.755,53.9006,78.9663,17.2696
Chhattisgarh,Mungeli,kharif,73.786,53.0455,42.9513,6.518,67.6153,125.8254,27.3151
Chhattisgarh,Mungeli,rabi,44.6995,51.3215,32.2517,6.7473,54.3611,82.7137,18.0719
Chhattisgarh,Narayanpur,kharif,75.1315,54.4498,42.1549,6.4973,68.5924,126.6203,27.0544
Chhattisgarh,Narayanpur,rabi,44.9256,52.8389,31.443,6.6841,55.189,81.2789,18.1725
Chhattisgarh,Raigarh,kharif,76.8716,55.0278,41.4209,6.4604,69.8341,128.8313,26.7694
Chhattisgarh,Raigarh,rabi,44.7897,51.7909,32.0699,6.7611,54.9473,79.2649,18.1984
Chhattisgarh,Raipur,kharif,76.4486,54.6325,41.4013,6.4774,69.7689,129.6065,26.7384
Chhattisgarh,Raipur,rabi,44.7339,52.1637,31.6725,6.7455,54.5248,79.4921,17.2813
Chhattisgarh,Rajnandgaon,kharif,76.6836,55.1456,41.4349,6.4556,69.6524,130.6894,26.6916
Chhattisgarh,Rajnandgaon,rabi,43.8911,52.2405,32.2001,6.8321,54.1829,81.7398,17.5811
Chhattisgarh,Sukma,kharif,73.7715,53.3098,42.7446,6.5206,67.6641,125.181,27.3302
Chhattisgarh,Sukma,rabi,44.7174,53.5846,31.9195,6.814,54.4396,79.1382,17.7803
Chhattisgarh,Surajpur,kharif,72.0985,51.6703,42.4478,6.5581,66.7162,126.9632,27.2043
Chhattisgarh,Surajpur,rabi,44.9643,52.3725,31.1148,6.7286,54.3951,80.2353,17.8373
Chhattisgarh,Surguja,kharif,76.5277,54.3308,41.4242,6.4622,69.3619,130.6127,26.7081
Chhattisgarh,Surguja,rabi,44.6623,52.6679,32.218,6.7397,53.4475,79.2541,17.6286
Dadra And Nagar Haveli,Dadra And Nagar Haveli,kharif,93.3258,52.4172,48.5555,6.3195,78.526,166.2624,25.2228
Dadra And Nagar Haveli,Dadra And Nagar Haveli,rabi,91.229,53.6587,38.4762,6.442,71.6703,162.0707,22.2238
Daman And Diu,Daman,kharif,135.0927,62.6781,83.5851,6.5742,77.4164,205.1211,26.6751
Daman And Diu,Daman,rabi,109.7375,59.6168,46.0411,6.7079,63.8241,138.7175,19.7826
Daman And Diu,Daman And Diu,kharif,122.1197,58.7284,69.5299,6.5324,79.8403,214.398,25.4669
Daman And Diu,Daman And Diu,rabi,111.1594,58.6452,47.7045,6.6415,63.9233,141.3496,19.5206
Delhi,Delhi,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Delhi,Delhi,rabi,98.5533,57.5577,51.8482,6.4401,61.654,111.2476,18.6134
Delhi,Delhi_Total,kharif,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Delhi,Delhi_Total,rabi,98.9821,56.0978,51.2341,6.4267,61.7195,107.2378,18.6374
Goa,Goa,kharif,104.1131,56.7272,58.9782,6.3196,79.5679,161.2818,26.2535
Goa,Goa,rabi,79.89,47.58,39.87,6.4255,82.2728,236.1811,23.6893
Goa,Goa,zaid,76.0793,44.7846,61.0362,6.3926,69.8204,153.1141,28.9009
Goa,North Goa,kharif,95.3419,51.6949,57.6267,6.3167,83.4987,185.9561,26.35
Goa,North Goa,rabi,79.89,47.58,39.87,6.4255,82.2728,236.1811,23.6893
Goa,North Goa,zaid,71.8925,46.0078,62.5342,6.4206,71.5181,155.0118,28.667
Goa,South Goa,kharif,92.8359,51.6925,56.9265,6.3134,83.4884,187.8748,26.1379
Goa,South Goa,rabi,79.89,47.58,39.87,6.4255,82.2728,236.1811,23.6893
Goa,South Goa,zaid,73.7961,44.9227,65.2929,6.4548,69.0655,155.8914,28.3657
Gujarat,Ahmadabad,kharif,87.9469,53.3126,47.238,6.5518,68.6322,138.8605,26.5858
Gujarat,Ahmadabad,rabi,106.5028,62.9706,60.7141,6.4401,64.6239,105.2716,20.1305
Gujarat,Ahmadabad,zaid,78.9084,47.5606,48.5696,6.4279,74.8114,182.3657,25.7836
Gujarat,Amreli,kharif,87.0053,52.8438,46.6634,6.5786,65.178,115.8518,27.0405
Gujarat,Amreli,rabi,105.2398,64.1653,61.8912,6.4332,65.4262,107.7071,19.6529
Gujarat,Amreli,zaid,77.4557,47.6298,53.1951,6.3754,66.5066,127.4342,27.6837
Gujarat,Anand,kharif,88.4589,56.7103,46.6466,6.49,68.9067,130.1581,26.8316
Gujarat,Anand,rabi,104.7599,62.8356,58.9204,6.4085,64.9152,109.8705,19.7478
Gujarat,Anand,zaid,79.5787,47.9729,47.1855,6.4205,74.2688,179.5287,25.1646
Gujarat,Aravalli,kharif,87.4198,51.535,50.012,6.6854,64.4553,125.9316,27.5782
Gujarat,Aravalli,rabi,102.7212,61.2144,57.749,6.4198,64.6517,106.8964,19.8655
Gujarat,Aravalli,zaid,78.2915,46.7345,50.7185,6.4098,67.1938,132.0574,25.8711
Gujarat,Banas Kantha,kharif,87.3474,52.245,44.8307,6.6216,64.0098,110.246,26.8296
Gujarat,Banas Kantha,rabi,101.5453,61.3126,56.424,6.4317,64.7352,105.1521,20.3318
Gujarat,Banas Kantha,zaid,75.5066,47.3628,55.3652,6.4106,66.9899,131.4949,26.9424
Gujarat,Bharuch,kharif,87.7107,56.1589,44.7045,6.4552,69.905,131.2945,26.3324
Gujarat,Bharuch,rabi,104.041,62.5084,60.4954,6.4265,65.7683,109.3451,20.146
Gujarat,Bharuch,zaid,78.2561,47.7427,46.9078,6.4361,74.7348,182.4796,25.3788
Gujarat,Bhavnagar,kharif,88.4005,55.0488,46.0008,6.5182,66.3281,116.0414,26.8685
Gujarat,Bhavnagar,rabi,104.2561,61.8819,59.2745,6.4329,64.1131,108.3054,20.3162
Gujarat,Bhavnagar,zaid,75.6183,46.8681,57.6239,6.3819,66.2684,132.2599,27.6676
Gujarat,Botad,kharif,91.1896,52.8656,53.7661,6.761,63.3833,118.9643,28.4738
Gujarat,Botad,rabi,104.4602,62.2763,60.2069,6.4382,65.0,107.1759,19.8846
Gujarat,Botad,zaid,74.9503,46.9391,63.8889,6.3955,66.2493,141.2522,28.2377
Gujarat,Chhotaudepur,kharif,89.2245,54.8375,49.8161,6.6338,66.2005,125.8569,27.5034
Gujarat,Chhotaudepur,rabi,103.2593,62.373,56.8285,6.4041,64.9002,106.0447,20.6994
Gujarat,Chhotaudepur,zaid,77.7456,46.3655,51.0776,6.3883,66.78,127.3434,26.6109
Gujarat,Dang,kharif,85.7068,52.6407,45.3982,6.5632,68.0932,137.0219,26.1989
Gujarat,Dang,rabi,105.269,63.0488,60.8809,6.4551,64.8099,106.7293,19.8844
Gujarat,Dang,zaid,77.0004,47.2125,63.8879,6.4494,68.1596,137.4841,27.7639
Gujarat,Devbhumi Dwarka,kharif,89.4561,53.69,53.0603,6.7577,63.0876,118.8876,28.1298
Gujarat,Devbhumi Dwarka,rabi,104.9856,62.9995,61.9545,6.4169,64.4898,107.9514,19.8893
Gujarat,Devbhumi Dwarka,zaid,80.4554,46.5861,64.9903,6.4349,67.6865,137.9896,27.5309
Gujarat,Dohad,kharif,85.28,51.0777,45.2665,6.5899,66.7225,133.7817,26.3557
Gujarat,Dohad,rabi,101.0585,61.2231,54.2925,6.407,65.4317,104.6805,20.3969
Gujarat,Dohad,zaid,75.9709,48.3474,50.3487,6.3501,64.8427,129.4668,27.2199
Gujarat,Gandhinagar,kharif,86.1332,51.665,44.8885,6.5892,67.8374,139.4812,26.3337
Gujarat,Gandhinagar,rabi,103.681,62.4841,58.6574,6.3774,65.3875,106.2484,20.2627
Gujarat,Gandhinagar,zaid,77.3215,47.5922,50.4391,6.4319,72.7401,164.7426,26.3581
Gujarat,Gir Somnath,kharif,89.8684,53.0443,53.5859,6.7178,63.1399,120.6178,28.3533
Gujarat,Gir Somnath,rabi,104.3345,62.3364,59.7761,6.3885,65.4746,105.2807,20.2264
Gujarat,Gir Somnath,zaid,76.9488,49.4472,54.5013,6.3836,67.0343,131.1567,27.3435
Gujarat,Jamnagar,kharif,88.122,51.4823,47.5944,6.6359,62.8435,110.6637,27.2978
Gujarat,Jamnagar,rabi,104.9932,63.8702,60.65,6.4346,65.2508,108.8473,20.2181
Gujarat,Jamnagar,zaid,77.6942,47.5919,59.9692,6.4879,67.7837,137.1014,27.9506
Gujarat,Junagadh,kharif,90.8709,57.0216,50.2251,6.5871,66.6272,116.5469,27.5466
Gujarat,Junagadh,rabi,104.5835,62.781,59.3433,6.4211,64.4906,109.914,20.3196
Gujarat,Junagadh,zaid,76.8571,47.183,60.1048,6.4532,68.002,137.1817,27.9341
Gujarat,Kachchh,kharif,89.8479,56.3014,51.2812,6.5802,65.0752,114.8075,27.8518
Gujarat,Kachchh,rabi,106.1109,63.4037,60.2969,6.4136,64.7341,108.3328,20.1741
Gujarat,Kachchh,zaid,76.4606,47.7102,51.401,6.3524,66.7682,123.4363,27.0355
Gujarat,Kheda,kharif,85.813,53.5902,44.6166,6.5187,69.1426,133.9566,26.3288
Gujarat,Kheda,rabi,102.9424,61.6588,55.6781,6.4135,63.8698,103.8093,20.247
Gujarat,Kheda,zaid,79.1996,47.4285,44.5762,6.3977,74.6536,178.0281,25.2292
Gujarat,Mahesana,kharif,85.2094,51.1328,43.6089,6.5555,67.373,138.5088,26.0894
Gujarat,Mahesana,rabi,104.6824,62.0688,59.3619,6.4329,65.0068,106.2233,19.8976
Gujarat,Mahesana,zaid,76.6105,46.5471,52.8949,6.4463,70.037,157.135,26.9875
Gujarat,Mahisagar,kharif,88.2702,52.7226,50.2401,6.6874,64.8083,124.698,27.0922
Gujarat,Mahisagar,rabi,101.7707,61.1355,57.7144,6.3953,64.2934,106.9544,20.2461
Gujarat,Mahisagar,zaid,78.9768,46.5374,47.9582,6.3385,70.0754,148.1459,25.9798
Gujarat,Morbi,kharif,89.3573,53.3065,51.6768,6.7209,62.7031,114.9857,28.0943
Gujarat,Morbi,rabi,106.2262,63.2415,62.0573,6.445,64.5922,109.6995,19.9319
Gujarat,Morbi,zaid,76.2727,46.2118,63.4003,6.3784,68.8094,140.6887,28.43
Gujarat,Narmada,kharif,88.8457,56.0416,46.3551,6.5038,68.729,128.8858,26.6392
Gujarat,Narmada,rabi,101.0998,61.7348,55.0743,6.4245,64.607,103.0679,20.1241
Gujarat,Narmada,zaid,76.5499,47.6378,45.3517,6.3858,67.7294,123.9767,25.8087
Gujarat,Navsari,kharif,88.8511,56.6988,50.0559,6.5394,69.6288,136.2091,27.1754
Gujarat,Navsari,rabi,102.4931,61.7825,56.9585,6.4086,65.505,106.3493,20.337
Gujarat,Navsari,zaid,79.067,46.9917,50.2794,6.4427,75.5775,188.1348,25.8201
Gujarat,Panch Mahals,kharif,86.5598,55.2968,44.2951,6.4808,69.2091,132.2282,26.1908
Gujarat,Panch Mahals,rabi,101.2352,62.4117,55.514,6.3881,64.8912,104.1256,20.2623
Gujarat,Panch Mahals,zaid,78.1085,47.1217,43.4394,6.4072,72.8891,165.2119,25.0131
Gujarat,Patan,kharif,88.8147,53.1566,53.8241,6.7018,63.0296,119.4581,28.4167
Gujarat,Patan,rabi,105.8047,62.333,60.8453,6.4229,64.6169,107.9198,20.1892
Gujarat,Patan,zaid,77.2166,48.374,58.4328,6.4366,67.8169,140.9554,27.2927
Gujarat,Porbandar,kharif,90.3394,52.9361,53.1343,6.7188,62.9797,118.4437,28.2521
Gujarat,Porbandar,rabi,105.9789,63.6299,61.033,6.4453,64.9656,108.0392,20.0217
Gujarat,Porbandar,zaid,75.8003,46.7946,62.4391,6.4768,68.8166,146.9995,28.2555
Gujarat,Rajkot,kharif,86.321,51.8986,45.595,6.6291,63.6773,110.6962,26.7354
Gujarat,Rajkot,rabi,104.445,63.7058,60.3384,6.4607,64.0014,107.1661,20.1492
